album_id,genre,song_name
2664299,"발라드, 록/메탈",어디에도
2260842,"댄스, 발라드",Good Luck
10385262,"국내드라마, 록/메탈",돌덩이
10221424,랩/힙합,SOLO
10024816,"인디음악, 포크/블루스",좋다고 말해
2676594,"발라드, 국내드라마",사랑하자
2170744,"댄스, 발라드",I Got A Boy
1142651,"발라드, 댄스",잘 된 일이야
10215293,발라드,아름답고도 아프구나
2262912,발라드,오늘부터 1일 (Day 1)
941952,댄스,Bad Girl Good Girl
10102658,"발라드, 댄스, R&B/Soul",그리워하다
1040256,록/메탈,본능적으로 (Feat. Swings)
2228106,"발라드, 국내드라마",안녕
2146186,"댄스, 발라드",Pandora
10823566,"국내드라마, 발라드",Christmas Tree
10631055,댄스,치맛바람 (Chi Mat Ba Ram)
2254734,"댄스, 발라드",중독 (Overdose)
10006417,R&B/Soul,어떻게 지내
2307986,랩/힙합,The Time Goes On
2025363,랩/힙합,"Get It In (Feat. Tiger JK, 정인) (Korean Ver.)"
10842005,발라드,호랑수월가
2639766,"댄스, 발라드",Ah-Choo
10362776,R&B/Soul,Square (2017)
10207131,발라드,사랑에 연습이 있었다면 (Prod. 2soo)
2307996,"댄스, 발라드",Apple (Feat. 박재범)
2234269,록/메탈,Can't Stop
817052,"발라드, 댄스",Bubble Love
10176415,"댄스, 랩/힙합, R&B/Soul",뚜두뚜두 (DDU-DU DDU-DU)
2152351,랩/힙합,춥다 (Feat. 이하이)
10416034,발라드,사실 나는 (Feat.전건호)
978853,"댄스, 발라드",Hurricane Venus
10295207,랩/힙합,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)"
876456,"R&B/Soul, 발라드",남자라서
2299818,랩/힙합,팔베개 (Feat. 기현) (Pillow)
884652,록/메탈,Love
2006957,"댄스, 발라드",So Cool (쏘쿨)
2121646,"발라드, 댄스",하루 끝
2705328,발라드,If You
2064311,댄스,베짱이 찬가
10325945,발라드,가을밤 떠난 너
2224057,"발라드, 록/메탈",그대가 분다
1093562,"발라드, 댄스",좋은 날
2678718,R&B/Soul,Toy
2674623,R&B/Soul,D (half moon) (Feat. 개코)
2310080,랩/힙합,19금 Puss (Prod.by 라이머)
2213824,"발라드, 국내드라마",너에게
2181061,발라드,오늘 밤 (Feat. 배치기)
10033099,랩/힙합,기다렸다 가
10375118,랩/힙합,아무노래
10260433,R&B/Soul,봄 (feat. 산다라박)
10631122,"국내드라마, 록/메탈",비와 당신
2248659,발라드,봄 사랑 벚꽃 말고
2025426,발라드,친구잖아
2291669,랩/힙합,GOOD BOY
772051,발라드,못해 (Feat. 美)
1028051,"댄스, 발라드",숨
2183128,댄스,이름이 뭐예요?
2248665,랩/힙합,견딜만해 (Feat. 효린 Of 씨스타)
776152,"발라드, 댄스",죽어도 못 보내
2138075,"발라드, 댄스",Only One
10078176,"발라드, 인디음악",선물
10106853,발라드,지나오다
10137574,발라드,그때 헤어지면 돼
10508266,발라드,잠이 오질 않네요
10299371,"댄스, 발라드",Snapping
2224109,"댄스, 발라드",La Song
10498032,"댄스, 랩/힙합, R&B/Soul",Lovesick Girls
2019316,"발라드, 댄스",샹하이 로맨스 (上海之戀)
2652150,"국내드라마, 발라드",소녀
2283510,"발라드, 댄스",손대지마
2013176,"댄스, 발라드",Sixth Sense
2123770,랩/힙합,I 돈 Care (Feat. 서수민PD)
2277372,댄스,위아래
10276861,댄스,FANCY
10653694,"국내드라마, 발라드",좋아좋아
10897407,발라드,내가 아니라도
2138116,"댄스, 발라드",아름다운 밤이야
2082826,댄스,Touch
2187275,발라드,짧은머리
2277388,댄스,I Swear
2265100,발라드,I'm In Love
10258451,"포크/블루스, 인디음악",그러나
10053651,R&B/Soul,She's a Baby
2695189,랩/힙합,Forever (Prod. By GRAY)
2125847,"댄스, 발라드",MONSTER
10377241,"국내드라마, 발라드",어떤 날엔
2648091,"국내드라마, 록/메탈, 포크/블루스",청춘 (Feat. 김창완)
2025499,발라드,그 남자 그 여자
2332701,랩/힙합,19금 거북선 (Feat. 팔로알토)
2236445,"일렉트로니카, R&B/Soul",Come Back Home
10162211,"발라드, 인디음악",욕심
10324004,발라드,다시 만날까 봐
2191397,"댄스, 발라드",NoNoNo
10735654,"국내드라마, 발라드",사랑은 늘 도망가
10827816,"발라드, 포크/블루스",드라마
10469416,랩/힙합,눈누난나 (NUNU NANA)
10975276,"발라드, 인디음악",해요 (2022)
2170926,발라드,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡)
1030195,랩/힙합,그땐 그땐 그땐
10111029,"댄스, 발라드",Beautiful
1228854,"발라드, 록/메탈",제발
2148411,발라드,홀로 (Feat. 김나영)
1011772,랩/힙합,왜
10459197,댄스,여름 안에서 by 싹쓰리 (Feat. 황광희)
2115647,랩/힙합,"씨스루 (Feat. 개코, Zion.T)"
10311752,"국내드라마, 발라드",내 맘을 볼 수 있나요
2097226,록/메탈,벚꽃 엔딩
10051659,"발라드, 댄스",REALLY REALLY
1044555,랩/힙합,Right Now
2332752,"댄스, 발라드",I Feel You
2709585,"댄스, 발라드, 일렉트로니카",러시안 룰렛 (Russian Roulette)
2271317,랩/힙합,19금 Body Language (Feat. 범키)
2119766,발라드,She's Gone
2089047,랩/힙합,자니 (Feat. Dynamic Duo)
2199646,"댄스, 발라드",예뻐 예뻐
2312287,"국내드라마, 발라드, 랩/힙합",우연히 봄
2197599,댄스,24시간이 모자라
2173025,발라드,신촌을 못가
2072673,"발라드, 댄스",내가 노래를 못해도
2125923,랩/힙합,안좋을때 들으면 더 안좋은 노래
2660454,R&B/Soul,니가 하면 로맨스 (Feat. 다비치)
10903658,"R&B/Soul, 인디음악",아무래도 난
2121835,"댄스, 발라드",목소리 (Feat. 개리 Of 리쌍)
1286252,"발라드, 국내드라마",내 손을 잡아
2115691,"R&B/Soul, 발라드, 댄스",너뿐이야 (You're The One)
876652,"댄스, 발라드",NU 예삐오 (NU ABO)
880751,발라드,사랑해 U
2191473,발라드,오늘따라 보고싶어서 그래
10115186,발라드,그날처럼
10614899,"발라드, R&B/Soul, 록/메탈",안녕 (Hello)
2107508,"댄스, 발라드",나혼자 (Alone)
2123894,"댄스, 발라드",추격자
2306170,"인디음악, 포크/블루스",오빠야
10219644,발라드,신용재
10029181,"발라드, 국내드라마",첫눈처럼 너에게 가겠다
10127486,"인디음악, 포크/블루스",#첫사랑
1302654,발라드,끝사랑
10680450,"댄스, R&B/Soul",Queendom
10377346,랩/힙합,ON
