album_id,genre,song_name
2183300,랩/힙합,Wash Away (Feat. 에일리)
2093190,댄스,LOVE DAY
2017426,"댄스, 발라드",The Boys
2676884,"인디음악, 포크/블루스",봄이 좋냐??
987954,발라드,웃음만..
10645654,댄스,Weekend
2011288,발라드,난 좋아
10346650,록/메탈,Blueming
2680986,"인디음악, 포크/블루스",심술
768154,록/메탈,외톨이야
1028251,"댄스, 발라드",Breathe
10156195,"댄스, 발라드",What is Love?
10018979,발라드,이 바보야
2224293,발라드,노래가 늘었어
10145963,"랩/힙합, R&B/Soul",Jenga (Feat. Gaeko)
2175147,"발라드, 국내드라마",모르시나요
10158254,랩/힙합,붕붕 (Feat. 식케이) (Prod. GroovyRoom)
2058415,랩/힙합,거기서거기 (Without You)
2148527,댄스,SEXY LOVE
2197684,"국내드라마, 발라드",미치게 만들어
1001652,록/메탈,사랑사랑사랑
10043575,"댄스, R&B/Soul",롤린 (Rollin')
2232505,"발라드, 국내드라마",너의 모든 순간
10604729,댄스,Dun Dun Dance
2183355,발라드,꼭 한번 만나고 싶다
2017466,"록/메탈, 발라드, R&B/Soul",동경소녀
2316478,랩/힙합,LOSER
10408131,발라드,처음처럼
2259140,R&B/Soul,"눈, 코, 입"
10105030,랩/힙합,연애소설 (Feat. 아이유)
2246854,"댄스, 발라드",Mr. Chu (On Stage)
2187466,R&B/Soul,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀)
2324685,"댄스, 발라드",음오아예 (Um Oh Ah Yeh)
10784974,랩/힙합,리무진 (Feat. MINO) (Prod. GRAY)
2193615,"댄스, 발라드",Shadow (그림자)
1337552,발라드,남자니까 웃는거야
727252,"댄스, 발라드",처음처럼
2244822,발라드,야생화
10096855,"발라드, 포크/블루스, 댄스",가을 아침
2670807,발라드,봄인가 봐 (Spring Love)
2224342,"댄스, 발라드",Something
2285785,"발라드, 댄스",12시 30분
10059997,발라드,미치고 싶다
2334942,랩/힙합,오빠차
2224353,발라드,바람이 불었으면 좋겠어
10268898,"인디음악, 포크/블루스","나만, 봄"
10297571,발라드,술이 문제야
10012900,"댄스, 발라드, R&B/Soul",Decalcomanie (데칼코마니)
10004707,"랩/힙합, R&B/Soul",피 땀 눈물
2214116,"댄스, 록/메탈, 발라드, R&B/Soul, 일렉트로니카",해볼라고
2250983,R&B/Soul,티가 나나봐
841954,"발라드, 댄스",널 붙잡을 노래
10250473,댄스,달라달라
10107114,"댄스, 발라드",LIKEY
2271467,발라드,Marry Me
2705644,"국내드라마, 발라드, R&B/Soul",너를 위해
2664685,R&B/Soul,I Miss You
2255086,발라드,미운오리새끼
10168559,랩/힙합,FAKE LOVE
2009327,"댄스, 발라드",STEP
2148596,"포크/블루스, 인디음악",오래된 노래
10027253,"발라드, 국내드라마",I Miss You
2255094,댄스,Good-night Kiss
870651,발라드,이 거지같은 말 (With 정엽 Of 브라운 아이드 소울)
2644221,R&B/Soul,No Make Up
10205438,발라드,우리 그만하자
10205439,발라드,가을 타나 봐
10580227,랩/힙합,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)"
10041603,"댄스, 발라드",MOVIE
10336518,"발라드, 인디음악",있어줘요
1292552,"댄스, 발라드",Midnight Circus
2646282,"발라드, 댄스",스물셋
10348811,발라드,늦은 밤 너의 집 앞 골목길에서
2679051,"발라드, 국내드라마",How Can I Love You
1143054,랩/힙합,톡톡 (Tok Tok) (Feat. SOYA)
10731792,댄스,Savage
2291986,"댄스, 발라드",LUV
2165012,R&B/Soul,"1,2,3,4 (원,투,쓰리,포)"
2640151,"랩/힙합, R&B/Soul",취향저격
10426648,록/메탈,에잇(Prod.&Feat. SUGA of BTS)
10008861,"댄스, 발라드",TT
10412319,성인가요/트로트,이제 나만 믿어요
2165024,발라드,"Officially Missing You, Too"
2294058,발라드,사랑에 빠지고 싶다
399659,발라드,Timeless
2226474,랩/힙합,19금 조금 이따 샤워해 (Feat. Crush)
2183466,"발라드, 댄스",YooHoo (유후)
809262,"댄스, 발라드",너 때문에 미쳐
10412335,"국내드라마, 발라드",화려하지 않은 고백
2244913,"발라드, 록/메탈",그 중에 그대를 만나
2126130,랩/힙합,굿모닝 (Feat. 권정열 Of 10cm)
1030451,댄스,돌이킬 수 없는
10979636,"랩/힙합, 댄스, R&B/Soul",Yet To Come
2181431,댄스,GENTLEMAN
10600760,"랩/힙합, 댄스",마.피.아. In the morning
10006841,댄스,너무너무너무
2177337,R&B/Soul,Rose
10903868,"록/메탈, 발라드, R&B/Soul",사건의 지평선
2036032,록/메탈,서울사람들
889152,"발라드, 댄스",다시 와주라
1290562,"발라드, 댄스",별빛달빛
2009410,랩/힙합,좋아보여 (Feat. 검정치마)
10080589,"댄스, 발라드, 랩/힙합, R&B/Soul, 일렉트로니카",Ko Ko Bop
10436942,"국내드라마, 발라드","너에게 난, 나에게 넌"
2320721,"인디음악, 록/메탈",와리가리
2648403,랩/힙합,Boys And Girls (Feat. Babylon)
10285396,"댄스, 발라드, 랩/힙합, 록/메탈",AH YEAH (아예)
10359126,"발라드, 인디음악",너의 번호를 누르고 (Prod. 영화처럼)
10074454,"랩/힙합, R&B/Soul",비도 오고 그래서 (Feat. 신용재)
2267478,댄스,"명수네 떡볶이 (Feat. 김예림, UL)"
10391899,성인가요/트로트,어느 60대 노부부이야기
10062172,"댄스, 발라드",SIGNAL
2668891,발라드,공감 (Feat. 서영은)
1311069,발라드,그 입술을 막아본다
2703714,랩/힙합,puzzle
2128226,랩/힙합,충분히 예뻐 (feat. 산체스 Of 팬텀)
2330981,댄스,오늘부터 우리는 (Me Gustas Tu)
2128229,록/메탈,정말로 사랑한다면
10160487,발라드,주지마
10115433,R&B/Soul,기억의 빈자리
2300266,발라드,슬픔 속에 그댈 지워야만 해
11000171,"발라드, 댄스, R&B/Soul",그때 그 순간 그대로 (그그그)
10203500,R&B/Soul,헤어지는 중
2660715,R&B/Soul,Dream (Prod. by 박근태)
2298221,랩/힙합,화 (Feat. 진실 Of Mad Soul Child) (Fire)
10209647,랩/힙합,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트)
10463600,발라드,취기를 빌려 (취향저격 그녀 X 산들)
1339753,"발라드, 댄스",내꺼하자
2249074,"발라드, 댄스, 록/메탈",인연
2683252,"포크/블루스, 댄스, 발라드",RE-BYE
2189686,댄스,빠빠빠
10123639,R&B/Soul,미안해
2242936,랩/힙합,감아 (Feat. Crush)
10187129,"댄스, R&B/Soul","셋 셀테니 (1, 2, 3!)"
10871162,"국내드라마, 발라드",사랑인가 봐
10359162,랩/힙합,METEOR
10260858,"록/메탈, 인디음악",주저하는 연인들을 위해
10918269,랩/힙합,ZOOM
1356152,"댄스, 발라드",UGLY
2685311,랩/힙합,자격지심 (Feat. 은하 Of 여자친구)
2695552,댄스,Why So Lonely
741758,발라드,술 한잔 해요
10074500,"댄스, 발라드",FIVE
2201988,발라드,나란놈이란
10068359,댄스,NEVER
10027400,"발라드, 국내드라마",첫 눈
11057545,발라드,Monologue
10529161,랩/힙합,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))"
2187662,록/메탈,All Right
2187663,"발라드, 국내드라마",너 하나야
10381712,"국내드라마, 록/메탈",시작
2136463,댄스,I Love You
10047890,발라드,밤편지
10244499,발라드,신청곡 (Feat. SUGA of BTS)
2191762,랩/힙합,Falling In Love
10181013,"댄스, 발라드",1도 없어
2285974,랩/힙합,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)"
1184151,댄스,TONIGHT
924053,"발라드, 댄스",마법소녀 (魔法少女)
2326937,"랩/힙합, 록/메탈, 포크/블루스",IF YOU
2277787,"발라드, 국내드라마, R&B/Soul",너를 사랑해
10359196,발라드,헤어진 우리가 지켜야 할 것들
2263452,댄스,애타는 마음
10359204,발라드,반만
10027428,랩/힙합,당신의 밤 (Feat. 오혁)
10926502,"인디음악, 포크/블루스, 발라드, 록/메탈",Love story
2249127,"포크/블루스, 댄스",200%
10097064,발라드,이 별
10281385,발라드,Goodbye
10613163,"발라드, 댄스",상상더하기
846251,"댄스, 발라드",Chitty Chitty Bang Bang (Feat. Ceejay Of Freshboyz)
790957,랩/힙합,가슴에 살아 (Feat. 나르샤 Of Brown Eyed Girls)
790959,발라드,아프니까 사랑이죠
2177021,발라드,어느 봄날
2263475,발라드,우산
2185652,"발라드, 국내드라마",잘 있나요
2290102,"발라드, 댄스",사뿐사뿐
2290103,R&B/Soul,나는 달라 (Feat. BOBBY)
1046966,"발라드, 댄스",전활 받지 않는 너에게
909755,발라드,사랑이라 쓰고 아픔이라 부른다
2687420,발라드,널 사랑하지 않아
2161086,발라드,귀여워 (With 권정열 Of 10cm)
2306498,랩/힙합,시작이 좋아 2015 (Prod. By 버벌진트)
1071555,발라드,그여자
2173383,발라드,모노드라마 (With 유승우)
2150856,R&B/Soul,바람기억
2302415,R&B/Soul,그냥 (Just)
10570193,랩/힙합,멜로디
2648529,"발라드, R&B/Soul",아마도 그건
2171346,발라드,싫다
2273749,"발라드, 댄스",공허해
10183127,"댄스, 발라드",Dance The Night Away
10097112,랩/힙합,DNA
2279896,"국내드라마, 발라드","묘해, 너와"
741853,"발라드, 록/메탈",오늘 헤어졌어요
1360352,"댄스, 발라드",Mr. Simple
2335204,"댄스, 발라드",Lion Heart
2161126,랩/힙합,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)"
10385896,"국내드라마, 발라드",둘만의 세상으로 가
10197480,랩/힙합,IDOL
2093546,"댄스, 발라드",Sherlock•셜록 (Clue + Note)
963051,댄스,Better Together
2314734,"발라드, 국내드라마",그 남잔 말야
10842611,"댄스, R&B/Soul",SMILEY (Feat. BIBI)
10226163,"랩/힙합, R&B/Soul",아낙네
10303989,R&B/Soul,We don't talk together (Feat. 기리보이) (Prod. SUGA)
2681333,댄스,CHEER UP
10265079,발라드,사계 (Four Seasons)
2697716,발라드,네 생각
2222587,"록/메탈, 댄스, 발라드",금요일에 만나요 (Feat. 장이정 Of HISTORY)
10111490,발라드,좋아
2701827,"포크/블루스, 인디음악",여름밤에 우린
2259461,댄스,헤어졌다 만났다
1196552,랩/힙합,Officially Missing You
10527241,발라드,혼술하고 싶은 밤
2333193,"랩/힙합, 댄스, 록/메탈, 포크/블루스",우리 사랑하지 말아요
2679308,랩/힙합,돌아오지마 (Feat. 용준형 Of 비스트)
10801677,발라드,눈이 오잖아(Feat.헤이즈)
944653,"댄스, 발라드",queen
10062351,"발라드, 국내드라마",처음부터 너와 나
10134032,"댄스, R&B/Soul, 발라드, 랩/힙합",Bad Boy
10129940,"댄스, 발라드",Roller Coaster
2705941,R&B/Soul,목요일 밤 (Feat. 빈지노)
2292246,랩/힙합,니가 모르게 (You Don't Know)
940564,"발라드, 댄스",시간이 지나면
1317401,댄스,Roly-Poly
10670618,"국내드라마, 발라드",비가 오는 날엔 (2021)
2304541,랩/힙합,19금 My Type (Prod. By 버벌진트)
2284064,발라드,이 소설의 끝을 다시 써보려 해
10566182,발라드,함께 했는데 이별은 나 혼자인 거야
2126375,댄스,Electric Shock
1339951,"댄스, 발라드",Good-bye Baby
10314289,"국내드라마, 발라드",기억해줘요 내 모든 날과 그때를
10156597,"댄스, R&B/Soul",花요일 (Blooming Day)
2150966,댄스,피어나
10312251,"댄스, 록/메탈",ICY
2173499,랩/힙합,눈물 (Feat. 유진 Of 더 씨야)
844351,"댄스, 발라드",Magic
2261569,댄스,단발머리 (Short Hair)
10259010,성인가요/트로트,오늘 밤에
2138690,발라드,가수가 된 이유
2669132,"국내드라마, 발라드",Everytime
10043982,발라드,부담이 돼 (Feat. 휘인 Of 마마무)
10609232,댄스,Next Level
10990161,"댄스, R&B/Soul, 발라드",POP!
10416723,"댄스, 발라드",덤더럼 (Dumhdurum)
10170965,댄스,빙글뱅글 (Bingle Bangle)
10267222,발라드,진심이 담긴 노래 (True Song)
10035799,"랩/힙합, 인디음악",우리집을 못 찾겠군요 (Feat. 볼빨간사춘기)
2189912,랩/힙합,비범벅 (Feat. 범키)
10189402,R&B/Soul,SoulMate (Feat. 아이유)
10590812,발라드,그냥 안아달란 말야
10283614,발라드,니 소식
10105438,발라드,눈 떠보니 이별이더라
821856,발라드,선물 (Feat. 은지원)
830051,"댄스, 발라드",Run Devil Run
2108004,"댄스, 발라드",Volume Up
10164839,"발라드, R&B/Soul",열애중
2177639,"댄스, 발라드",Crescendo (크레셴도)
2230890,R&B/Soul,썸 (Feat. 릴보이 Of 긱스)
2153066,"발라드, 록/메탈",말리꽃 (원곡가수 이승철)
10205805,"발라드, 댄스",하루도 그대를 사랑하지 않은 적이 없었다
10451566,댄스,How You Like That
2683503,R&B/Soul,우아해 (woo ah)
2251373,R&B/Soul,너를 원해 (Feat. Beenzino)
2230896,"발라드, 국내드라마",오늘 같은 눈물이
2226803,"댄스, 발라드",짧은 치마 (Miniskirt)
10320500,"국내드라마, 록/메탈",흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
2693749,랩/힙합,맘 편히 (Comfortable)
10648182,댄스,Permission to Dance
948853,"댄스, 발라드",삐리빠빠
10072696,댄스,마지막처럼
10250874,댄스,멍청이(twit)
10031741,R&B/Soul,행복한 척
2306686,랩/힙합,사랑 범벅 (Feat. 챈슬러 of the channels)
10089089,댄스,가시나
10175106,"댄스, 발라드, 랩/힙합, R&B/Soul, 일렉트로니카",너 없인 안 된다
2241157,"발라드, 댄스",흔한 노래
2153095,"발라드, 록/메탈, 댄스",먼지가 되어
2271880,댄스,예뻐졌다 (Feat. 지코 Of Block B)
2153096,"댄스, 발라드",남자 없이 잘 살아
10070673,발라드,매일 듣는 노래 (A Daily Song)
2290324,발라드,광화문에서 (At Gwanghwamun)
2646678,랩/힙합,19금 냉탕에 상어 (Feat. 블랙넛)
1190551,발라드,미친거니 (Feat. 방용국)
2024088,발라드,그리워 그리워
2310810,발라드,꽃이 핀다
10117789,"랩/힙합, 인디음악",Downtown Baby
10298014,발라드,포장마차
10539679,발라드,우린 어쩌다 헤어진 걸까
10447520,랩/힙합,OHAYO MY NIGHT
2319008,포크/블루스,마음
2093727,발라드,곰인형 (Feat. 해금)
2138790,발라드,남자도 우나요
10367659,발라드,"다시는 사랑하지 않고, 이별에 아파하기 싫어"
10150572,발라드,소나기 (Feat. 10cm)
2667181,"발라드, 국내드라마",ALWAYS
1254063,댄스,Don't Cry
1053361,발라드,가로수 그늘 아래 서면
2175668,댄스,Dream Girl
10326710,발라드,사랑이란 멜로는 없어
10136251,발라드,눈사람
2007739,랩/힙합,"19금 TV를 껐네... (Feat. t윤미래, 권정열 Of 10cm)"
10601149,랩/힙합,문득
2208448,"록/메탈, 댄스, 발라드",분홍신
2181825,록/메탈,Bounce
10078915,랩/힙합,Artist
10453701,랩/힙합,Summer Hate (Feat. 비)
10623687,"댄스, R&B/Soul",Alcohol-Free
10185416,댄스,너나 해 (Egotistic)
2269895,"댄스, 랩/힙합, 발라드",빨개요
10465994,R&B/Soul,홀로
2319050,"R&B/Soul, 댄스, 발라드",View
2093776,록/메탈,Hey You
10037969,"랩/힙합, 발라드",봄날
10402513,성인가요/트로트,찐이야
2173651,발라드,안녕 나야
10775252,랩/힙합,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)"
2337492,랩/힙합,Okey Dokey
2284244,발라드,그게 나야
2153172,"댄스, 발라드",닐리리맘보
2038488,"인디음악, 록/메탈",안아줘
2323162,"국내드라마, 발라드, 랩/힙합",아프다
10238683,댄스,벌써 12시
2644698,"국내드라마, 발라드",모르나봐
1315551,댄스,내가 제일 잘 나가
10230497,발라드,180도
2112227,발라드,떠나간다
2020067,발라드,연애시대 (Feat. Ra.D) (Narr. 한효주)
2255589,R&B/Soul,너를 너를 너를
2249449,포크/블루스,너 사용법
2149100,발라드,니가 싫어
2077426,발라드,Heaven
2073331,댄스,난리나
2190068,"댄스, 발라드",여자 대통령
2015988,"발라드, 댄스",내가 이렇지 (Feat. 하동균)
10238710,"발라드, 록/메탈",넘쳐흘러
2176577,"발라드, 국내드라마",눈꽃
10131018,발라드,You
2211402,"발라드, 댄스",미스터리 (Feat. San E)
2283084,R&B/Soul,틈
10743373,랩/힙합,내 기쁨은 너가 벤틀리를 끄는 거야
1318477,댄스,랄랄라 (Feat. 소야)
10462799,댄스,다시 여기 바닷가
10470992,댄스,덤디덤디 (DUMDi DUMDi)
10270288,"랩/힙합, 록/메탈, 댄스",Kill This Love
2240082,댄스,까탈레나 (Catallena)
2258516,"국내드라마, 랩/힙합",나 왜이래 (Feat. 강민희 Of 미스에스)
1197653,발라드,가슴이 뛴다
10061398,댄스,맞지?
10055259,댄스,BLUE MOON (Prod. GroovyRoom)
10309213,"국내드라마, 발라드",그대라는 시
2076258,발라드,생각날거야
10008163,R&B/Soul,"All I Wanna Do (K) (Feat. Hoody, Loco)"
10505830,댄스,딩가딩가 (Dingga)
1166956,"인디음악, 포크/블루스",사랑은 은하수 다방에서
2313837,"댄스, 발라드",품행제로
2645617,"댄스, 발라드",OOH-AHH하게
2029169,발라드,클렌징크림
10149492,"발라드, 국내드라마","모든 날, 모든 순간 (Every day, Every Moment)"
2033270,"댄스, 발라드",Cry Cry
2190970,랩/힙합,BAAAM (Feat. Muzie Of UV)
1085053,댄스,니까짓게
10374783,"국내드라마, 발라드","다시 난, 여기"
1195654,록/메탈,직감
2182792,"국내드라마, 록/메탈",I Love You
2188937,"발라드, 록/메탈",My Love
892553,"댄스, 발라드",Y
10069644,"랩/힙합, R&B/Soul","무제(無題) (Untitled, 2014)"
2320014,랩/힙합,19금 몸매 (MOMMAE) (Feat. Ugly Duck)
1123990,댄스,Supa Dupa Diva
2268823,"발라드, 국내드라마",최고의 행운
2199192,랩/힙합,삐딱하게 (Crooked)
10743453,록/메탈,strawberry moon
10344095,랩/힙합,"인기 (Feat. 송가인, 챈슬러)"
10122917,"발라드, R&B/Soul",Universe
2653861,"댄스, 발라드",DADDY (Feat. CL of 2NE1)
2225831,"댄스, 발라드",Lonely (없구나)
2698920,랩/힙합,아름다워
2711209,댄스,Dancing King
1173161,발라드,나만 몰랐던 이야기
1283751,"발라드, R&B/Soul, 록/메탈",나와 같다면 (김장훈)
10573486,댄스,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)"
10217134,발라드,너를 만나
1031855,"발라드, 국내드라마",죽어도 사랑해
10122929,R&B/Soul,instagram
2250420,"R&B/Soul, 발라드",요즘 바쁜가봐
10108597,R&B/Soul,"그때의 나, 그때의 우리"
376502,"발라드, 댄스",라라라
10077879,"댄스, 발라드",빨간 맛 (Red Flavor)
10960568,발라드,늦은 밤 헤어지긴 너무 아쉬워
11034298,댄스,After LIKE
2707131,"인디음악, 포크/블루스",우주를 줄게
997052,댄스,A
10440381,발라드,사랑은 지날수록 더욱 선명하게 남아
10073791,"댄스, R&B/Soul",나로 말할 것 같으면 (Yes I am)
2303679,R&B/Soul,사랑은 미친짓 (Feat. 칸토 of 트로이)
10925762,R&B/Soul,정이라고 하자 (Feat. 10CM)
2105027,발라드,나를 사랑했던 사람아
10798794,댄스,ELEVEN
2125515,"댄스, 발라드",Like this
10536658,랩/힙합,"CREDIT (Feat. 염따, 기리보이, Zion.T)"
2299602,"발라드, 국내드라마, 랩/힙합",환청 (Feat. 나쑈 (NaShow))
10170069,"록/메탈, 인디음악",여행
765653,발라드,해바라기 (FEAT. 써니사이드 MJ)
2264792,발라드,이제 그만 싸우자
10518234,발라드,밤하늘의 별을(2020)
935651,랩/힙합,죽을 만큼 아파서 (Feat. 멜로우)
2334436,랩/힙합,사이먼 도미닉
2150120,"댄스, 발라드",POISON
892654,댄스,2 Different Tears
896751,"댄스, 발라드",HUH
2680573,"랩/힙합, 댄스, 발라드",불타오르네 (FIRE)
2019070,"발라드, 댄스, 록/메탈",Open Arms (Journey) (Feat. 크리스티나)
2285311,발라드,시간과 낙엽
2053887,발라드,우리 사랑했잖아
2123522,댄스,아름다운 밤
10612483,댄스,Butter
10200838,댄스,사이렌 (Siren)
2694921,댄스,Shut Up (Feat. 유희열)
1003278,"댄스, 발라드",가식걸
10995477,"포크/블루스, 인디음악",그라데이션
10268441,발라드,사월이 지나면 우리 헤어져요 (Beautiful goodbye)
10661658,"록/메탈, 댄스, R&B/Soul",낙하 (with 아이유)
890651,발라드,별이될께
26396,R&B/Soul,친구라도 될 걸 그랬어
2643740,"록/메탈, 발라드, R&B/Soul",I (Feat. 버벌진트)
10219296,발라드,너는 어땠을까
10389281,"댄스, 발라드",FIESTA
10219298,"댄스, 발라드",YES or YES
10114851,발라드,바보야
10331947,"발라드, 록/메탈, 포크/블루스","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지"
10118955,"댄스, 발라드",Heart Shaker
2222076,"랩/힙합, 인디음악","Dali, Van, Picasso"
10020654,"국내드라마, 발라드, 랩/힙합",Stay With Me
10020656,R&B/Soul,저 별
911357,"댄스, 발라드",Push Push (푸시 푸시)
28985,발라드,희재
328396,발라드,거리에서
352046,발라드,사랑의 인사
2168409,발라드,크리스마스니까
320278,발라드,그녀를 사랑해줘요
34289,발라드,...사랑했잖아...
5504,발라드,다시 사랑한다 말할까
333687,발라드,기다리다
2138,발라드,내게 오는 길
753752,발라드,술 한잔 해요
2148020,발라드,All For You
315848,발라드,사랑 안해
31482,발라드,소주 한 잔
22287,발라드,One Love
27516,발라드,체념
718893,발라드,잊지말아요
2318247,발라드,Madeleine Love
14861,발라드,아로하
343653,발라드,추억은 사랑을 닮아
43737,발라드,행복하지 말아요
4712,발라드,기억의 습작
26260,발라드,보고 싶다
5422,발라드,여전히 아름다운지
301311,발라드,두사람
314287,발라드,그 남자 그 여자 (Feat. 장혜진)
16541,발라드,넌 감동이었어
346951,발라드,감사
514852,발라드,심장이 없어
2835,발라드,화장을 고치고
328069,발라드,까만안경 (Feat. Day Light)
362767,발라드,미친 사랑의 노래
470451,발라드,사랑은...향기를 남기고
34984,발라드,삭제
343998,발라드,미인 (美人)
35529,발라드,나였으면
344501,발라드,같은 베개...
663561,발라드,사랑한 후에
300617,발라드,사랑인걸
22279,발라드,낙원 (Feat. 이재훈)
714152,발라드,그립고 그립고 그립다
865853,발라드,그대를 사랑하는 10가지 이유
790653,발라드,밤하늘의 별을... (With KCM & No Noo)
30724,발라드,사랑합니다...
2122186,발라드,가질수 없는 너
47645,발라드,꽃피는 봄이오면
2282532,발라드,너무 보고싶어
313823,발라드,전부 너였다
307288,발라드,세글자 (드라마 '루루공주' 김정은 메인 테마)
4715,발라드,취중진담(醉中眞談)
2223585,발라드,너에게
312880,발라드,Perhaps Love (사랑인가요)
412157,발라드,총맞은것처럼
13611,발라드,Heaven
2343,발라드,좋은 사람 (Feat. 김형중)
16706,발라드,좋은사람
386400,발라드,가지마 가지마
2258502,발라드,잊혀지다 (Feat. 양다일)
1058352,발라드,별이될께
5325,발라드,I Love You
367137,발라드,미워도 사랑하니까
344636,발라드,이럴거면
650256,발라드,사랑비
374973,발라드,발자국
361987,발라드,보고싶은 날엔..
393851,발라드,슬픔활용법
554652,발라드,그런 사람 또 없습니다
1149851,발라드,너는 나의 봄이다
7720,발라드,내 입술... 따뜻한 커피처럼
16456,발라드,꿈에
35501,발라드,날 그만 잊어요
45034,발라드,바람이 분다
397893,발라드,들리나요...
2006804,발라드,기다릴게
303224,발라드,가슴 아파도
361532,발라드,그녀를 찾아주세요
8848,발라드,길
303264,발라드,인연
382892,발라드,안녕 나의 사랑
666,발라드,날 닮은 너
583952,발라드,잘가요 내사랑
6615,발라드,늦은 후회
51,발라드,너를 위해
33583,발라드,이별택시
348880,발라드,가슴아 그만해
529655,발라드,러브119 (Feat. MC몽)
311401,발라드,말리꽃
332407,발라드,바람만바람만
945658,발라드,내가 너의 곁에 잠시 살았다는 걸
359267,발라드,한번 더 이별
382202,발라드,내 눈물 모아
645451,발라드,중독된 사랑
26626,발라드,그랬나봐
514854,발라드,오랜만이야
314286,발라드,여인의 향기
6036,발라드,잘가요
711178,발라드,다시 사랑 할 수 있을까 (Feat. 다비치)
301021,발라드,안부 (Duet With 나윤권)
33362,발라드,사랑의 時(시)
463151,발라드,내 머리가 나빠서
798856,발라드,소주한잔
515053,발라드,그런가봐요
2161110,발라드,사랑은 눈꽃처럼
15800,발라드,사랑은 언제나 목마르다
1044551,발라드,해바라기
2152366,발라드,오늘은 가지마
2032009,발라드,"가슴으로 운다 (Ver.III 제이세라, 아이린)"
717,발라드,거짓말
2219671,발라드,12월의 기적 (Miracles In December)
2182228,발라드,모르시나요
1086280,발라드,부디
336050,발라드,별
2203929,발라드,Touch Love
508460,발라드,사고쳤어요
353752,발라드,물론
31903,발라드,Don't Cry
16693,발라드,라라라
34958,발라드,한 남자
309799,발라드,이런 남자
348448,발라드,회상 (December)
35465,발라드,흑백사진
303280,발라드,나비무덤
366933,발라드,오래된 노래
2276102,발라드,최고의 행운
335460,발라드,잔소리
3731,발라드,내사랑 내곁에 (응답하라 1988 삽입곡)
15950,발라드,미워도 다시 한번 (Original Ver.)
371259,발라드,To Heaven (천국으로 보낸 편지)
2215349,발라드,거짓말 거짓말 거짓말
571951,발라드,울어
309042,발라드,애인 있어요
2187253,발라드,나비소녀 (Don't Go)
350016,발라드,다행이다
1306662,발라드,나를 잊지 말아요
35494,발라드,휠릴리
308642,발라드,기대
2185508,발라드,눈꽃
2236069,발라드,My Destiny
515751,발라드,헤어지는 중입니다
2222589,발라드,1월부터 6월까지
546853,발라드,미아
310479,발라드,사랑은 아프려고 하는 거죠
3707,발라드,아름다운 이별
2175192,발라드,가족사진
5288,발라드,사랑해 그리고 기억해
31553,발라드,옛사랑
375797,발라드,바보에게... 바보가
40225,발라드,소녀
304499,발라드,제자리 걸음
2654724,발라드,북두칠성
2217893,발라드,코끝에 겨울
313004,발라드,사랑한다는 흔한 말
1077154,발라드,언제나
331503,발라드,어떻게 사랑이 그래요
7874,발라드,영원
396318,발라드,사랑아 (Bonus Track)
888854,발라드,자기야 여보야 사랑아
1008770,발라드,여우비 (Main Theme)
34362,발라드,걸음이 느린 아이
2173934,발라드,지우개
15875,발라드,I Believe
458352,발라드,연애소설
1065,발라드,인형 (Duet 신혜성)
4801,발라드,아시나요
312206,발라드,면도
2213626,발라드,슬픈 혼잣말
2173634,발라드,혼자라고 생각말기 (슈퍼스타 K5 송희진 오디션 참가곡)
360899,발라드,대낮에 한 이별 (Feat. 선예 (Wonder Girls))
312918,발라드,Grace
2653515,발라드,혜화동 (혹은 쌍문동)
2075289,발라드,살기 위해서
312550,발라드,남과 여 (Feat.김범수)
4441,발라드,가로수 그늘아래 서면
43691,발라드,보통날
16370,발라드,Memories... (Smiling Tears)
2178438,발라드,녹는중 (Feat. 버벌진트)
4261,발라드,애송이의 사랑
1111,발라드,동경
346909,발라드,사랑이 다른 사랑으로 잊혀지네
344101,발라드,하루
898153,발라드,흩어져
34747,발라드,그녀가 웃잖아....
34771,발라드,그때 또 다시 (Again)
343446,발라드,가시리
2326467,발라드,괜찮아요
2203427,발라드,그대여
704452,발라드,사랑 참...
304251,발라드,서울의 달
34097,발라드,야상곡(夜想曲)
311276,발라드,가만히 눈을 감고 (CF - 교토 다원녹차)
305676,발라드,아버지
2066746,발라드,오늘은 가지마
28241,발라드,내 삶의 반
2288324,발라드,언제쯤이면 (Duet.아이유)
376290,발라드,고칠게
116,발라드,All For You
32949,발라드,차마...
1030216,발라드,빨래
744964,발라드,그대라서
398596,발라드,Baby Baby
389351,발라드,이노래
733756,발라드,돌아올순 없나요
2327,발라드,미안해요
2290262,발라드,펑펑
2310395,발라드,새벽 가로수길 (With 송유빈)
40246,발라드,사랑이 지나가면
358827,발라드,녹슨 가슴
542651,발라드,내사랑 울보
16677,발라드,그댄 행복에 살텐데
22940,발라드,감기
2883,발라드,원하고 원망하죠
32552,발라드,덩그러니
