,year,rank,song_name,artist,likes,album_id,song_id
38,2022년,39,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),"148,919",11045985,35595136
39,2022년,40,Counting Stars (Feat. Beenzino),BE'O (비오),"170,853",10810162,34398735
40,2022년,41,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"428,626",10149492,30962526
41,2022년,42,눈이 오잖아(Feat.헤이즈),이무진,"119,161",10801677,34360855
42,2022년,43,이제 나만 믿어요,임영웅,"170,754",10412319,32508053
43,2022년,44,OHAYO MY NIGHT,디핵 (D-Hack),"214,454",10447520,32698101
44,2022년,45,내 손을 잡아,아이유,"211,158",1286252,3414749
45,2022년,46,Permission to Dance,방탄소년단,"228,402",10648182,33666269
46,2022년,47,우리들의 블루스,임영웅,"98,299",10923444,34908740
47,2022년,48,바라만 본다,MSG워너비(M.O.M),"185,112",10638275,33625988
48,2022년,49,사건의 지평선,윤하 (YOUNHA),"312,607",10903868,34819473
