,year,rank,song_name,artist,likes,album_id,song_id
49,2022년,50,Step Back,GOT the beat,"98,714",10830791,34494149
50,2022년,51,Celebrity,아이유,"335,210",10554246,33239419
51,2022년,52,MY BAG,(여자)아이들,"91,083",10890384,34754299
52,2022년,53,Savage,aespa,"159,706",10731792,34041584
53,2022년,54,POP!,나연 (TWICE),"94,467",10990161,35333345
54,2022년,55,그라데이션,10CM,"158,136",10995477,35361345
55,2022년,56,호랑수월가,탑현,"90,667",10842005,34535898
56,2022년,57,라일락,아이유,"255,669",10554246,33372781
57,2022년,58,봄날,방탄소년단,"551,019",10037969,30244931
58,2022년,59,문득,BE'O (비오),"136,377",10601149,33448767
59,2022년,60,Dreams Come True,aespa,"106,038",10818396,34436674
60,2022년,61,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),"416,490",10331947,32061975
61,2022년,62,Love story,볼빨간사춘기,"119,314",10926502,34930368
62,2022년,63,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),"134,635",10784974,34298496
63,2022년,64,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,"167,795",10580227,33359725
64,2022년,65,아무래도 난,주시크 (Joosiq),"86,517",10903658,34817660
65,2022년,66,해요 (2022),#안녕,"87,769",10975276,35252996
66,2022년,67,Blueming,아이유,"357,355",10346650,32183386
67,2022년,68,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),"92,160",10716174,33976677
68,2022년,69,RUN2U,STAYC(스테이씨),"87,615",10873811,34668619
69,2022년,70,고백,멜로망스,"105,754",10695590,33868791
70,2022년,71,SNEAKERS,ITZY (있지),"80,296",11004992,35413033
71,2022년,72,롤린 (Rollin'),브레이브걸스,"300,545",10043575,30287019
72,2022년,73,헤픈 우연,헤이즈 (Heize),"195,369",10611845,33503722
73,2022년,74,Cookie,NewJeans,"142,066",11011565,35485544
74,2022년,75,다시 만날 수 있을까,임영웅,"79,985",10923444,35008524
75,2022년,76,FOREVER 1,소녀시대 (GIRLS' GENERATION),"110,098",11023224,35504734
76,2022년,77,겨울잠,아이유,"126,759",10827816,34481682
77,2022년,78,Shut Down,BLACKPINK,"123,301",11033394,35640077
78,2022년,79,Nxde,(여자)아이들,"162,828",11078852,35730562
79,2022년,80,Dun Dun Dance,오마이걸 (OH MY GIRL),"167,480",10604729,33464805
80,2022년,81,서랍,10CM,"91,146",10804190,34373632
81,2022년,82,도깨비불 (Illusion),aespa,"94,243",10972706,35238221
82,2022년,83,"스물다섯, 스물하나",자우림,"223,717",2210557,4276080
83,2022년,84,ANTIFRAGILE,LE SSERAFIM (르세라핌),"168,216",11078496,35729104
84,2022년,85,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),"65,059",10960568,35177030
85,2022년,86,낙하 (with 아이유),AKMU (악뮤),"185,930",10661658,33725775
86,2022년,87,ZOOM,제시 (Jessi),"52,527",10918269,34883833
87,2022년,88,Girls,aespa,"75,638",10972706,35238220
88,2022년,89,Rush Hour (Feat. j-hope of BTS),Crush,"115,103",11062364,35665282
89,2022년,90,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,"108,042",10743373,34100776
90,2022년,91,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),"44,896",10865624,34632789
91,2022년,92,Yet To Come,방탄소년단,"128,894",10979636,35272060
92,2022년,93,Christmas Tree,V,"127,802",10823566,34461065
93,2022년,94,무지개,임영웅,"68,443",10923444,35008525
94,2022년,95,Monologue,테이,"90,565",11057545,35643794
95,2022년,96,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"283,892",10294603,31853557
96,2022년,97,존재만으로,원슈타인,"94,977",10880569,34701816
97,2022년,98,취기를 빌려 (취향저격 그녀 X 산들),산들,"236,205",10463600,32794652
98,2022년,99,우리가 헤어져야 했던 이유,비비 (BIBI),"79,237",10810337,34399272
99,2022년,100,추억은 만남보다 이별에 남아,정동하,"105,726",10556610,33248758
100,2021년,1,Celebrity,아이유,"335,210",10554246,33239419
101,2021년,2,롤린 (Rollin'),브레이브걸스,"300,545",10043575,30287019
102,2021년,3,Dynamite,방탄소년단,"458,459",10479150,32872978
103,2021년,4,Next Level,aespa,"261,165",10609232,33487342
104,2021년,5,라일락,아이유,"255,669",10554246,33372781
105,2021년,6,밤하늘의 별을(2020),경서,"224,201",10518234,33061995
106,2021년,7,신호등,이무진,"298,959",10607796,33480898
107,2021년,8,Butter,방탄소년단,"292,760",10612483,33507137
108,2021년,9,내 손을 잡아,아이유,"211,158",1286252,3414749
109,2021년,10,밝게 빛나는 별이 되어 비춰줄게,송이한,"131,997",10540298,33167063
110,2021년,11,바라만 본다,MSG워너비(M.O.M),"185,112",10638275,33625988
111,2021년,12,잠이 오질 않네요,장범준,"167,202",10508266,33013877
112,2021년,13,헤픈 우연,헤이즈 (Heize),"195,369",10611845,33503722
113,2021년,14,Lovesick Girls,BLACKPINK,"234,450",10498032,32961718
114,2021년,15,취기를 빌려 (취향저격 그녀 X 산들),산들,"236,205",10463600,32794652
115,2021년,16,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),"210,498",10521601,33077590
116,2021년,17,운전만해 (We Ride),브레이브걸스,"137,088",10476623,32860397
117,2021년,18,Dun Dun Dance,오마이걸 (OH MY GIRL),"167,480",10604729,33464805
118,2021년,19,Blueming,아이유,"357,355",10346650,32183386
119,2021년,20,에잇(Prod.&Feat. SUGA of BTS),아이유,"394,969",10426648,32578498
120,2021년,21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),"416,490",10331947,32061975
121,2021년,22,오래된 노래,스탠딩 에그,"261,186",2148596,3894276
122,2021년,23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"314,700",10320500,32003395
123,2021년,24,그날에 나는 맘이 편했을까,이예준,"93,543",10527955,33107649
124,2021년,25,Life Goes On,방탄소년단,"244,784",10521521,33077234
125,2021년,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"428,626",10149492,30962526
126,2021년,27,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",양요섭,"124,503",10573486,33331004
127,2021년,28,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,"146,802",10507546,33011180
128,2021년,29,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,"443,958",10273641,31737197
129,2021년,30,ASAP,STAYC(스테이씨),"153,795",10589127,33397561
130,2021년,31,METEOR,창모 (CHANGMO),"302,022",10359162,32224272
131,2021년,32,Timeless,SG 워너비,"119,897",399659,1944399
132,2021년,33,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,"167,795",10580227,33359725
133,2021년,34,아로하,조정석,"248,490",10409054,32491274
134,2021년,35,Weekend,태연 (TAEYEON),"196,126",10645654,33655994
135,2021년,36,Dolphin,오마이걸 (OH MY GIRL),"205,607",10423289,32559782
136,2021년,37,봄날,방탄소년단,"551,019",10037969,30244931
137,2021년,38,Permission to Dance,방탄소년단,"228,402",10648182,33666269
138,2021년,39,멜로디,ASH ISLAND,"149,608",10570193,33315511
139,2021년,40,추억은 만남보다 이별에 남아,정동하,"105,726",10556610,33248758
140,2021년,41,OHAYO MY NIGHT,디핵 (D-Hack),"214,454",10447520,32698101
141,2021년,42,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"283,892",10294603,31853557
142,2021년,43,낙하 (with 아이유),AKMU (악뮤),"185,930",10661658,33725775
143,2021년,44,이제 나만 믿어요,임영웅,"170,754",10412319,32508053
144,2021년,45,사실 나는 (Feat.전건호),경서예지,"101,300",10416034,32525311
145,2021년,46,다정히 내 이름을 부르면,경서예지,"177,702",10610525,33496587
146,2021년,47,On The Ground,로제 (ROSÉ),"163,795",10576966,33346446
147,2021년,48,힘든 건 사랑이 아니다,임창정,"115,814",10505118,32998018
148,2021년,49,어떻게 지내 (Prod. By VAN.C),오반,"204,802",10399190,32438894
149,2021년,50,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,"103,372",10552055,33229299
150,2021년,51,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"132,186",10359126,32224166
151,2021년,52,Coin,아이유,"120,257",10554246,33372783
152,2021년,53,늦은 밤 너의 집 앞 골목길에서,노을,"211,688",10348811,32156286
153,2021년,54,어푸 (Ah puh),아이유,"135,321",10554246,33372788
154,2021년,55,How You Like That,BLACKPINK,"203,500",10451566,32720013
155,2021년,56,상상더하기,라붐 (LABOUM),"135,761",2677681,8130796
156,2021년,57,비와 당신,이무진,"116,949",10631122,33589488
157,2021년,58,라라라,SG 워너비,"93,017",376502,1854856
158,2021년,59,마음을 드려요,아이유,"248,890",10388744,32378104
159,2021년,60,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"195,383",10423289,32559781
160,2021년,61,좋아좋아,조정석,"90,869",10653694,33691794
161,2021년,62,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),"122,239",10478925,32871975
162,2021년,63,치맛바람 (Chi Mat Ba Ram),브레이브걸스,"97,172",10631055,33589260
163,2021년,64,안녕 (Hello),조이 (JOY),"134,362",10614899,33527705
164,2021년,65,Alcohol-Free,TWICE (트와이스),"92,727",10623687,33559180
165,2021년,66,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),"135,441",10529161,33115807
166,2021년,67,Love poem,아이유,"346,208",10346650,32143487
167,2021년,68,너를 만나,폴킴,"323,085",10217134,31388145
168,2021년,69,내사람,SG 워너비,"74,214",332658,1500196
169,2021년,70,When We Disco (Duet with 선미),박진영,"82,976",10475061,32853712
170,2021년,71,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)","65,616",10613163,33510307
171,2021년,72,시작,가호 (Gaho),"251,035",10381712,32345931
172,2021년,73,우리 왜 헤어져야 해,신예영,"140,459",10353881,32187544
173,2021년,74,하루만 더,빅마마,"61,342",10636091,33618271
174,2021년,75,혼술하고 싶은 밤,벤,"54,362",10527241,33104090
175,2021년,76,나를 아는 사람,MSG워너비(정상동기),"71,112",10638275,33625989
176,2021년,77,안녕,폴킴,"217,809",10317137,31984204
177,2021년,78,DUMB DUMB,전소미,"101,559",10667450,33749109
178,2021년,79,서면역에서,순순희,"63,733",10425277,32570501
179,2021년,80,거짓말이라도 해서 널 보고싶어,백지영,"84,990",10460544,32777869
180,2021년,81,고백 (바른연애 길잡이 X 허각),허각,"49,125",10559322,33260801
181,2021년,82,우린 어쩌다 헤어진 걸까,허각,"51,342",10539679,33164083
182,2021년,83,Downtown Baby,블루 (BLOO),"204,739",10117789,30773554
183,2021년,84,strawberry moon,아이유,"225,714",10743453,34101563
184,2021년,85,Savage,aespa,"159,706",10731792,34041584
185,2021년,86,마.피.아. In the morning,ITZY (있지),"69,763",10600760,33447280
186,2021년,87,Queendom,Red Velvet (레드벨벳),"121,956",10680450,33805289
187,2021년,88,그냥 안아달란 말야,다비치,"49,172",10590812,33405149
188,2021년,89,아이와 나의 바다,아이유,"186,626",10554246,33372787
189,2021년,90,가을 우체국 앞에서,김대명,"63,482",10636269,33618864
190,2021년,91,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,"223,821",10775252,34256568
191,2021년,92,사랑은 지날수록 더욱 선명하게 남아,전상근,"77,134",10440381,32651098
192,2021년,93,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),"80,137",10577197,33347390
193,2021년,94,마리아 (Maria),화사 (HWASA),"163,451",10452351,32725013
194,2021년,95,딩가딩가 (Dingga),마마무 (Mamamoo),"70,837",10505830,33001672
195,2021년,96,함께 했는데 이별은 나 혼자인 거야,이소정,"52,848",10566182,33295747
196,2021년,97,비가 오는 날엔 (2021),헤이즈 (Heize),"85,269",10670618,33759183
197,2021년,98,살다가,SG 워너비,"75,063",50578,711626
198,2021년,99,별빛 같은 나의 사랑아,임영웅,"77,539",10575005,33337651
199,2021년,100,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),"85,554",10536658,33150997
200,2020년,1,아무노래,지코 (ZICO),"278,818",10375118,32313543
201,2020년,2,METEOR,창모 (CHANGMO),"302,022",10359162,32224272
202,2020년,3,아로하,조정석,"248,490",10409054,32491274
203,2020년,4,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"314,700",10320500,32003395
204,2020년,5,에잇(Prod.&Feat. SUGA of BTS),아이유,"394,969",10426648,32578498
205,2020년,6,Blueming,아이유,"357,355",10346650,32183386
206,2020년,7,늦은 밤 너의 집 앞 골목길에서,노을,"211,688",10348811,32156286
207,2020년,8,시작,가호 (Gaho),"251,035",10381712,32345931
208,2020년,9,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,"443,958",10273641,31737197
209,2020년,10,Psycho,Red Velvet (레드벨벳),"241,121",10368053,32273582
210,2020년,11,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),"416,490",10331947,32061975
211,2020년,12,Dynamite,방탄소년단,"458,459",10479150,32872978
212,2020년,13,마음을 드려요,아이유,"248,890",10388744,32378104
213,2020년,14,처음처럼,엠씨더맥스 (M.C the MAX),"116,740",10408131,32486613
214,2020년,15,How You Like That,BLACKPINK,"203,500",10451566,32720013
215,2020년,16,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"195,383",10423289,32559781
216,2020년,17,ON,방탄소년단,"262,600",10377346,32399830
217,2020년,18,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"283,892",10294603,31853557
218,2020년,19,Downtown Baby,블루 (BLOO),"204,739",10117789,30773554
219,2020년,20,마리아 (Maria),화사 (HWASA),"163,451",10452351,32725013
220,2020년,21,어떻게 지내 (Prod. By VAN.C),오반,"204,802",10399190,32438894
221,2020년,22,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"428,626",10149492,30962526
222,2020년,23,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)","243,257",10462799,32790516
223,2020년,24,Dolphin,오마이걸 (OH MY GIRL),"205,607",10423289,32559782
224,2020년,25,사랑하게 될 줄 알았어,전미도,"156,685",10433754,32614125
225,2020년,26,안녕,폴킴,"217,809",10317137,31984204
226,2020년,27,그때 그 아인,김필,"146,674",10388581,32377231
227,2020년,28,취기를 빌려 (취향저격 그녀 X 산들),산들,"236,205",10463600,32794652
228,2020년,29,Love poem,아이유,"346,208",10346650,32143487
229,2020년,30,HIP,마마무 (Mamamoo),"141,147",10351886,32175937
230,2020년,31,우리 왜 헤어져야 해,신예영,"140,459",10353881,32187544
231,2020년,32,좋은 사람 있으면 소개시켜줘,조이 (JOY),"132,298",10405712,32473998
232,2020년,33,너를 사랑하고 있어,백현 (BAEKHYUN),"176,758",10372655,32298623
233,2020년,34,봄날,방탄소년단,"551,019",10037969,30244931
234,2020년,35,Black Swan,방탄소년단,"200,590",10377346,32323969
235,2020년,36,Summer Hate (Feat. 비),지코 (ZICO),"119,614",10453701,32734372
236,2020년,37,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,"178,396",10427559,32583036
237,2020년,38,"다시 난, 여기",백예린 (Yerin Baek),"134,544",10374783,32311870
238,2020년,39,눈누난나 (NUNU NANA),제시 (Jessi),"107,017",10469416,32825454
239,2020년,40,돌덩이,하현우 (국카스텐),"124,325",10385262,32361098
240,2020년,41,오래된 노래,스탠딩 에그,"261,186",2148596,3894276
241,2020년,42,사랑이란 멜로는 없어,전상근,"140,552",10326710,32034629
242,2020년,43,반만,진민호,"74,655",10359204,32224409
243,2020년,44,시든 꽃에 물을 주듯,HYNN (박혜원),"222,500",10267986,31703498
244,2020년,45,너를 만나,폴킴,"323,085",10217134,31388145
245,2020년,46,Square (2017),백예린 (Yerin Baek),"290,863",10362776,32243273
246,2020년,47,FIESTA,IZ*ONE (아이즈원),"145,669",10389281,32381408
247,2020년,48,덤더럼 (Dumhdurum),Apink (에이핑크),"94,860",10416723,32528369
248,2020년,49,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)",염따,"166,093",10359994,32228058
249,2020년,50,조금 취했어 (Prod. 2soo),임재현,"130,594",10331499,32059630
250,2020년,51,00:00 (Zero O’Clock),방탄소년단,"188,629",10377346,32399832
251,2020년,52,When We Disco (Duet with 선미),박진영,"82,976",10475061,32853712
252,2020년,53,이제 나만 믿어요,임영웅,"170,754",10412319,32508053
253,2020년,54,보라빛 밤 (pporappippam),선미,"96,586",10452354,32725022
254,2020년,55,WANNABE,ITZY (있지),"124,092",10400522,32445339
255,2020년,56,홀로,이하이,"154,181",10465994,32808616
256,2020년,57,화려하지 않은 고백,규현 (KYUHYUN),"87,416",10412335,32508146
257,2020년,58,MORE & MORE,TWICE (트와이스),"82,675",10437786,32636656
258,2020년,59,Lovesick Girls,BLACKPINK,"234,450",10498032,32961718
259,2020년,60,Into the I-LAND,아이유,"139,124",10447670,32698765
260,2020년,61,포장마차,황인욱,"162,825",10298014,31873020
261,2020년,62,친구,방탄소년단,"186,071",10377346,32399834
262,2020년,63,사랑은 지날수록 더욱 선명하게 남아,전상근,"77,134",10440381,32651098
263,2020년,64,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),"122,239",10478925,32871975
264,2020년,65,빌었어,창모 (CHANGMO),"147,497",10359162,32224271
265,2020년,66,다시 만날까 봐,V.O.S,"97,843",10324004,32021744
266,2020년,67,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"76,061",10367659,32271720
267,2020년,68,사랑에 연습이 있었다면 (Prod. 2soo),임재현,"229,268",10207131,31324607
268,2020년,69,Filter,방탄소년단,"159,462",10377346,32399827
269,2020년,70,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),"129,957",10290621,31829536
270,2020년,71,DON'T TOUCH ME,환불원정대,"156,634",10501191,32978341
271,2020년,72,나의 오랜 연인에게,다비치,"90,940",10359789,32226962
272,2020년,73,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"74,275",10369830,32282389
273,2020년,74,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)","91,439",10467129,32814383
274,2020년,75,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)","100,773",10459197,32768945
275,2020년,76,주저하는 연인들을 위해,잔나비,"396,989",10260858,31666417
276,2020년,77,Moon,방탄소년단,"163,224",10377346,32399835
277,2020년,78,니 소식,송하예,"205,573",10283614,31788850
278,2020년,79,그대 고운 내사랑,어반자카파,"54,370",10415229,32521396
279,2020년,80,거짓말이라도 해서 널 보고싶어,백지영,"84,990",10460544,32777869
280,2020년,81,힘든 건 사랑이 아니다,임창정,"115,814",10505118,32998018
281,2020년,82,시차,방탄소년단,"142,332",10377346,32399828
282,2020년,83,있어줘요,장덕철,"88,345",10336518,32085144
283,2020년,84,기억해줘요 내 모든 날과 그때를,거미,"163,055",10314289,31967064
284,2020년,85,어느 60대 노부부이야기,임영웅,"78,776",10391899,32397381
